T2s_Id,Conpany_Name,Company_Description,Profile_URL,Address,Location
9962,Ernst Reiner GmbH & Co. KG,,http://www.tech2select.com/ernst-reiner-gmbh-und-co-kg/,"Baumannstr. 16 , 78120, Furtwangen, Germany","<Point><coordinates>8.20588,48.04929</coordinates></Point>"
9431,i-RED Infrarot Systeme GmbH,,http://www.tech2select.com/i-red-infrarot-systeme-gmbh/,"Hafenstra&szlig;e 47-51, 4020, Linz, Austria","<Point><coordinates>14.3082231,48.3191068</coordinates></Point>"
10238,Schubert Maschinen und Anlagenbau GmbH,,http://www.tech2select.com/schubert-maschinen-und-anlagenbau-gmbh/,"Memelstr. 3 , 58256, Ennepetal, Germany","<Point><coordinates>7.3261547,51.2881899</coordinates></Point>"
10233,Schempp & Decker Pr&auml;zisionsteile und Oberfl&auml;chent.GmbH,,http://www.tech2select.com/schempp-und-decker-praezisionsteile-und-oberflaechentgmbh/,"Am Stichkanal 6 - 8 , 14167, Berlin, Germany","<Point><coordinates>13.28585,52.41623</coordinates></Point>"
10362,Dogu Pres Otomotiv ve Teknik Sanayi ve Tic. A.S.,,http://www.tech2select.com/comp-10362/,"Nil&uuml;fer Organize Sanayi B&ouml;lgesi Manolya Cad. N: 8 , 16140 , Nil&uuml;fer/Bursa, Turkey","<Point><coordinates>28.928221,40.2345408</coordinates></Point>"
10234,Schiess GmbH,,http://www.tech2select.com/schiess-gmbh/,"Ernst-Schiess-Str. 1 , 6449, Aschersleben, Germany","<Point><coordinates>11.4479207,51.7709129</coordinates></Point>"
10542,Operaciones Metalurgicas S. A.,,http://www.tech2select.com/comp-10542/,"Carr. Cochabamba km 3,5 Zona Industrial Huajara nn, 305, Oruro, Bolivia","<Point><coordinates>-67.110764,-17.975281</coordinates></Point>"
10744,Flow Europe GmbH,,http://www.tech2select.com/flow-europe-gmbh/,"Gewerbestr. 95, 75015, Bretten, Germany","<Point><coordinates>8.7435416,49.0552212</coordinates></Point>"
6559,"Sariv - Nemcik, s.r.o.",,http://www.tech2select.com/comp-6559/,"c.p. 62, 73938, Dolni Domaslavice, Czech Republic","<Point><coordinates>18.4756194,49.7128524</coordinates></Point>"
2583,ASCO-Metal Schmiedag AG,,http://www.tech2select.com/asco-metal-schmiedag-ag/,"Bexbacher Str. 53, 66408, Homburg, Germany","<Point><coordinates>7.3285581,49.3253326</coordinates></Point>"
10187,Pickhan Umformtechnik GmbH,,http://www.tech2select.com/pickhan-umformtechnik-gmbh/,"Birlenbacher Str. 26-28 , 57078, Siegen, Germany","<Point><coordinates>8.0055141,50.9081882</coordinates></Point>"
9996,GKN Sinter Metals Filters GmbH,,http://www.tech2select.com/gkn-sinter-metals-filters-gmbh/,"Dahlienstrasse 43 , 42477, Radevormwald, Germany","<Point><coordinates>7.3883684,51.2042693</coordinates></Point>"
10813,S.C.CARBOSTEEL S.R.L.,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10813,"Piata 1Mai 3, , Cluj-Napoca, Romania","<Point><coordinates>23.6052042,46.7861547</coordinates></Point>"
10814,HYPERSONIC ENGINEERING (PTY) LTD,,http://www.tech2select.de/index.php?set_ActivMenu=161&ShowFirmId=10814,"Kemston Ave 5 & 7, 1501, Benoni, South Africa","<Point><coordinates>28.3082034,-26.1939222</coordinates></Point>"
10227,Salmen Components GmbH & Co. KG,,http://www.tech2select.com/salmen-components-gmbh-und-co-kg/,"Bieberkamp 63 , 58710, Menden, Germany","<Point><coordinates>7.84477,51.41341</coordinates></Point>"
2366,Peter Welter GmbH & Co. KG,,http://www.tech2select.com/peter-welter-gmbh-und-co-kg/,"Bonner Ring 49-51, 50374, Erftstadt, Germany","<Point><coordinates>6.77536,50.79499</coordinates></Point>"
10817,&Ouml;ZALP MAK&#304;NA TARIM SAN. VE T&#304;C.A.&#350;,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10817,"ESENLER,N&#304;NE HATUN MAH.102 SOK. NO:2, 34220, &#304;STANBUL, Turkey","<Point><coordinates>28.8961274,41.0319872</coordinates></Point>"
10815,"Weifang Dumanyuan Imp&Exp Co.,Ltd",,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10815,"No502 Chadu Street , 261011, Weifang, China","<Point><coordinates>119.0867158,36.6941132</coordinates></Point>"
10816,BENI TEHING d.o.o.,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10816,"Zelezarska cesta 3, 3220, Store, Slovenia","<Point><coordinates>15.3211166,46.2202438</coordinates></Point>"
6372,"Obchodni spolecnost Slokov, a.s.",,http://www.tech2select.com/comp-6372/,"Narodni trida 16, 69501, Hodonin, Czech Republic","<Point><coordinates>17.1273651,48.8509719</coordinates></Point>"
9291,"TS Fundiciones, S.A.",,http://www.tech2select.com/comp-9291/,"Polígono Sansinenea Erreka - Apdo. de Correos nº 151, 20740, Zestoa - Gipuzkoa, Spain","<Point><coordinates>-2.253979,43.237752</coordinates></Point>"
9055,Besttechnica,,http://www.tech2select.com/comp-9055/?setWindowname=1&ShowSupplierInfo=1,"Industrial zone , 2400, Radomir, Bulgaria","<Point><coordinates>23.0312962,42.6102261</coordinates></Point>"
10452,Formoplast Brl ,,http://www.tech2select.com/comp-10452/?setWindowname=1&ShowSupplierInfo=1,"Industrielle Zone S&uuml;d  , 6600 , Kardjali , Bulgaria","<Point><coordinates>25.3726469,41.647249</coordinates></Point>"
10549,Stera Technologies Oy,,http://www.tech2select.com/comp-10549/,"Volttitie  3, 21530, PAIMIO, Finland","<Point><coordinates>22.713434,60.4289712</coordinates></Point>"
10170,Oskar Widmer GmbH,,http://www.tech2select.com/oskar-widmer-gmbh/,"Kalterer Strasse 11 , 64646, Heppenheim, Germany","<Point><coordinates>8.63322,49.644</coordinates></Point>"
10494,RW Montage GmbH,,http://www.tech2select.com/rw-montage-gmbh/,"Weinzierl-S&uuml;d 3 , 4320, Perg  / Ober&ouml;sterreich, Austria","<Point><coordinates>14.5983859,48.252669</coordinates></Point>"
10265,Uwe Mehr Feinmechanik,,http://www.tech2select.com/uwe-mehr-feinmechanik/,"Krantzstr. 7 , 52070, Aachen, Germany","<Point><coordinates>6.10522,50.78632</coordinates></Point>"
10548,Heindl Metalltechnik GmbH,,http://www.tech2select.com/heindl-metalltechnik-gmbh/,"Freist&auml;dterstra&szlig;e  211, 4040, Linz, Austria","<Point><coordinates>14.3010319,48.3261237</coordinates></Point>"
10292,WILCO-Wilken Lasertechnik GmbH & Co. KG,,http://www.tech2select.com/wilco-wilken-lasertechnik-gmbh-und-co-kg/,"Siemensweg 5 , 59329, Wadersloh-Diestedde, Germany","<Point><coordinates>8.17593,51.73426</coordinates></Point>"
10581,Vart-Special Ltd.,,http://www.tech2select.com/comp-10581/,"Szolnoki 79, H-5400, Mezotur, Hungary","<Point><coordinates>20.5988033,47.0126019</coordinates></Point>"
6788,"Unitools Press CZ, a.s.",,http://www.tech2select.com/comp-6788/,"Hranicka 328, 75701, Valasske Mezirici - Krasno nad Becv, Czech Republic","<Point><coordinates>17.9620139,49.4830641</coordinates></Point>"
10309,Fronius International GmbH,,http://www.tech2select.com/fronius-international-gmbh/,"Fronius Stra&szlig;e 5, 4642, Sattledt, Austria","<Point><coordinates>14.0508699,48.0880847</coordinates></Point>"
10559,McLennan Community College,,http://www.tech2select.com/mclennan-community-college/,"1400 College Drive , 76708, Waco, USA","<Point><coordinates>-97.172003,31.589964</coordinates></Point>"
10703,Gabriel Gross GmbH,,http://www.tech2select.com/gabriel-gross-gmbh/,"Hafenbahnstrasse 10, 70327, Stuttgart, Germany","<Point><coordinates>9.2632675,48.7664429</coordinates></Point>"
10408,WeldLit,,http://www.tech2select.com/comp-10408/,"Svitrigailos 7 , LT, 03110, Lithuania","<Point><coordinates>25.2665049,54.6789889</coordinates></Point>"
10303,Wuss Gu� Metallgie�erei GmbH,,http://www.tech2select.com/wuss-gu�-metallgie�erei-gmbh/,"Im Wennetal 9 , 59889, Eslohe-Bremke, Germany","<Point><coordinates>8.19768,51.25418</coordinates></Point>"
1476,HOERBIGER-ORIGA Pneumatik GmbH,,http://www.tech2select.com/hoerbiger-origa-pneumatik-gmbh/,"Dr. Alexander Sch&auml;rf Stra&szlig;e 12, 2700, Wiener Neustadt, Austria","<Point><coordinates>16.2415477,47.8391589</coordinates></Point>"
10541,"Sheng Hong Industry Co.,Ltd.",,http://www.tech2select.com/sheng-hong-industry-coltd/," Yu De Road 92 Nong, 200030, Shanghai, China","<Point><coordinates>121.437756,31.2006566</coordinates></Point>"
10262,UNEX METALL GmbH,,http://www.tech2select.com/unex-metall-gmbh/,"Im Maintal 8 , 96173, Oberhaid, Germany","<Point><coordinates>10.7800355,49.9365758</coordinates></Point>"
10424,Unternehmensberatung Patrick Kidd,,http://www.tech2select.com/unternehmensberatung-patrick-kidd/,"Karlstr.  90, 40210, D&uuml;sseldorf, Germany","<Point><coordinates>6.79186,51.22241</coordinates></Point>"
10384,BLRT Grupp AS,,http://www.tech2select.com/comp-10384/,"Kopli 103 , 11712, Tallinn, Estonia","<Point><coordinates>24.659486,59.4635172</coordinates></Point>"
10274,W. M�ller & Co. GmbH,,http://www.tech2select.com/w-m�ller-und-co-gmbh/,"Wasserburger Str. 31 , 85567, Grafing, Germany","<Point><coordinates>11.9630894,48.0559761</coordinates></Point>"
3694,G. Economou-Representations,,http://www.tech2select.com/comp-3694/,"13, GR. Lambraki , 14561, Kifisa, Greece","<Point><coordinates>23.8073284,38.0702742</coordinates></Point>"
10819,WINNER TUNGSTEN PRODUCTS CO LTD,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10819,"6 FLOOR, SOUTH, NO 2. JINXIANG BUILDING , 518048, SHENZHEN, China","<Point><coordinates>114.2547066,22.7141379</coordinates></Point>"
5406,"Alfet, s.r.o.",,http://www.tech2select.com/comp-5406/,"Plhovska 1100, 54701, Nachod, Czech Republic","<Point><coordinates>16.1682609,50.4206961</coordinates></Point>"
10277,Walter Stauffenberg GmbH & Co. KG,,http://www.tech2select.com/walter-stauffenberg-gmbh-und-co-kg/,"Im Ehrenfeld 4 , 58791, Werdohl, Germany","<Point><coordinates>7.76286,51.24644</coordinates></Point>"
10279,Walter Weber Automaten- drehteile GmbH,,http://www.tech2select.com/walter-weber-automaten--drehteile-gmbh/,"Max-Planck-Str. 3A , 63110, Rodgau, Germany","<Point><coordinates>8.88324,49.99784</coordinates></Point>"
10398,UZINA MECANICA PLOPENI S.A.,,http://www.tech2select.com/comp-10398/,"strada Republicii nr. 1 , 105900, Plopeni - Prahova, ","<Point><coordinates>25.953505,45.0456733</coordinates></Point>"
8438,PERUCCHINI spa,,http://www.tech2select.com/comp-8438/,"318, via 4 Novembre, 28887, Onregna, Italy","<Point><coordinates>16.1487524,38.2745342</coordinates></Point>"
8567,"Slevarny Toinec, a.s.",,http://www.tech2select.com/comp-8567/?setWindowname=1&ShowSupplierInfo=1,"Prúmyslová 1001, 739 65, Toinec, Czech Republic","<Point><coordinates>18.6470494,49.6897629</coordinates></Point>"
1076,ALFATEC Feuerfest-Faser-Technik Gesellschaft m.b.H.,,http://www.tech2select.com/alfatec-feuerfest-faser-technik-gesellschaft-mbh/,"Unterw&ouml;lbling 75, 3124, Unterw&ouml;lbling, Austria","<Point><coordinates>15.6266691,48.3243781</coordinates></Point>"
9172,MOLNAR Zrt.,,http://www.tech2select.com/comp-9172/?setWindowname=1&ShowSupplierInfo=1,"Papirgyaei ut 49, 2400, Dunaujvarus, Hungary","<Point><coordinates>18.9378725,46.9283111</coordinates></Point>"
5978,"Katring Plus, s.r.o.",,http://www.tech2select.com/comp-5978/,"Pratelstvi 1084, 10400, Praha 10 - Uhrineves, Czech Republic","<Point><coordinates>14.5834593,50.0412668</coordinates></Point>"
5669,"Efisan, s.r.o.",,http://www.tech2select.com/comp-5669/,"Hlavni 153, 33026, Tlucna, Czech Republic","<Point><coordinates>13.2358007,49.7242066</coordinates></Point>"
9015,"GLOBE METAL & FINANCE, A.S.",,http://www.tech2select.co.uk/comp-9015/?setWindowname=1&ShowSupplierInfo=1,"CSL. Armandy 3/1697, 036 01, Martin, Czech Republic","<Point><coordinates>16.269075,49.7134011</coordinates></Point>"
1381,GANZ Gesellschaft m.b.H.,,http://www.tech2select.co.uk/ganz-gesellschaft-mbh/,"Schmiedingerstra&szlig;e 3, 4484, Kronsdorf, Austria","<Point><coordinates>14.4628184,48.149278</coordinates></Point>"
7691,Hirsch Representative Office Taiwan,,http://www.tech2select.co.uk/comp-7691/,"RoomNo.1803,18thFloor, No.1247,Chung-ChengRd  , -, Taoyuan, Taiwan","<Point><coordinates>121.5103003,25.0402013</coordinates></Point>"
3265,Eurodis AG Corporate Commun.,,http://www.tech2select.com/eurodis-ag-corporate-commun/,"Bahnhofstr. 58-60, 8105, Regensdorf, Switzerland","<Point><coordinates>8.5119836,47.4713818</coordinates></Point>"
1047,Excelliance Strategy Consultants GmbH,,http://www.tech2select.com/excelliance-strategy-consultants-gmbh/,"Lyonel-Feininger-Str. 28 , 80807, M&uuml;nchen, Germany","<Point><coordinates>11.5935734,48.1801516</coordinates></Point>"
10746,Recomedic Rehab,,http://www.tech2select.co.uk/comp-10746/,"Paderewskiego 3B, PL59400, Jawor, Poland","<Point><coordinates>16.1859136,51.0596744</coordinates></Point>"
9609,buzkom ltd.&#351;ti,,http://www.tech2select.com/comp-9609/,"ceyhan yolu toptanc&#305;lar , 01120, adana , Turkey","<Point><coordinates>34.657693,36.829348</coordinates></Point>"
10568,"ROBIGA, JSC.",,http://www.tech2select.com/comp-10568/,"Kirtimu st.  59, 02244, Vilnius , Lithuania","<Point><coordinates>25.1576419,54.617332</coordinates></Point>"
1508,Illichmann Aluminiumguss GmbH & Co KG,,http://www.tech2select.com/illichmann-aluminiumguss-gmbh-und-co-kg/,"Gro&szlig;almstra&szlig;e 5, 4813, Altm&uuml;nster, Austria","<Point><coordinates>13.7603321,47.8904898</coordinates></Point>"
7960,Mechanische Werkst&auml;tte Hilmer e.k.,,http://www.tech2select.co.uk/mechanische-werkstaette-hilmer-ek/?setWindowname=1&ShowSupplierInfo=1,"Tegenerseer Landstra&szlig;e 69a, 82024, Taufkirchen / M&uuml;nchen, Germany","<Point><coordinates>11.6314,48.04093</coordinates></Point>"
7421,D&ouml;rre Galvanotechnik GmbH,,http://www.tech2select.co.uk/doerre-galvanotechnik-gmbh/,"An der Wethmarheide 3, 44536, L&uuml;nnen, Germany","<Point><coordinates>7.48245,51.60269</coordinates></Point>"
2760,Borkott GmbH,,http://www.tech2select.com/borkott-gmbh/,"Wuppertaler Str. 90-94, 42621, Solingen, Germany","<Point><coordinates>7.076471,51.1976668</coordinates></Point>"
6595,"Sitos - PRuMYSLOVA Sita - IS, s.r.o.",,http://www.tech2select.com/comp-6595/,"Hermanice v Podjestedi 261, 47125, Jablonne v Podjestedi, Czech Republic","<Point><coordinates>14.7223553,50.7946541</coordinates></Point>"
10820,VKP PLUS d.o.o.,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10820,"VIRMAŠE 104, 4220, ŠKOFJA LOKA, Slovenia","<Point><coordinates>14.3261397,46.1794035</coordinates></Point>"
7355,Ulrich Huperz Schwei&szlig;technik GmbH & Co. KG,,https://www.tech2select.co.uk:443/ulrich-huperz-schweisstechnik-gmbh-und-co-kg/?setWindowname=1&ShowSupplierInfo=1,"Wefelsholer Str. 39, 58511, L&uuml;denscheid, Germany","<Point><coordinates>7.65291,51.21548</coordinates></Point>"
7058,LAFI Kovács és Fémipari Bt.,,http://www.tech2select.com/comp-7058/,"Építõk útja 8., 8060, Mór, Hungary","<Point><coordinates>18.195471,47.3730729</coordinates></Point>"
6603,"Slovpump CR, s.r.o.",,http://www.tech2select.com/comp-6603/,"U cihelny 83/4, 79607, Prostejov - Drzovice, Czech Republic","<Point><coordinates>17.1345038,49.4922413</coordinates></Point>"
7272,TERMELÉS-LOGISTIC-CENTRUM Kft.,,http://www.tech2select.com/comp-7272/,"Tihanyi mûút 1., 8230, Balatonf&uuml;red, Hungary","<Point><coordinates>17.8653684,46.9404049</coordinates></Point>"
2183,S.I.M.I. SpA.,,http://www.tech2select.com/comp-2183/,"Via del Lavoro 5, I-20032, Cormano, Italy","<Point><coordinates>9.1577277,45.5518877</coordinates></Point>"
3629,Luvata Franklin Inc.,,http://www.tech2select.co.uk/luvata-franklin-inc/,"4720 Bowlingstreet , KY 42135, Franklin, Kenntucky, USA","<Point><coordinates>-86.5637965,36.7882051</coordinates></Point>"
9882,RSM-Fertigungstechnik GmbH,,http://www.tech2select.com/rsm-fertigungstechnik-gmbh/,"Prettachstra&szlig;e 6, 8700, Leoben, Austria","<Point><coordinates>15.0836771,47.3550082</coordinates></Point>"
2521,Alpha F&ouml;rdertechnik GmbH,,http://www.tech2select.com/alpha-foerdertechnik-gmbh/,"Woltorfer Str. 77 c, 31224, Peine, Germany","<Point><coordinates>10.24716,52.3209</coordinates></Point>"
1910,S. SCH&Ouml;SSWENDER-Werke Gesellschaft m.b.H.,,http://www.tech2select.com/s-schoesswender-werke-gesellschaft-mbh/,"Industriestra&szlig;e 4-6, 3874, Litschau, Austria","<Point><coordinates>15.0453223,48.9406386</coordinates></Point>"
6131,"KSK Jan Krajcovic, s.r.o.",,http://www.tech2select.com/comp-6131/,"Kotlarska 264/7, 60200, Brno-stred - Veveri, Czech Republic","<Point><coordinates>16.596134,49.2053034</coordinates></Point>"
5404,"Alfaplyn, s.r.o.",,http://www.tech2select.com/comp-5404/,"Erbenova 433, 53701, Chrudim IV, Czech Republic","<Point><coordinates>15.7824431,49.9520636</coordinates></Point>"
2318,"Kim Union Industrial Co., Ltd.",,http://www.tech2select.com/comp-2318/,"No. 80 Anho Rd., R.O.C. (427), Taiwan, Taiwan","<Point><coordinates>120.6214777,24.1727942</coordinates></Point>"
6399,"Opravny Telc, a.s.",,http://www.tech2select.com/comp-6399/,"Radkovska 507, 58856, Telc - Stare Mesto, Czech Republic","<Point><coordinates>15.458897,49.1724019</coordinates></Point>"
3458,BBB Moson Cink Kft.,,http://www.tech2select.co.uk/comp-3458/?setWindowname=1&ShowSupplierInfo=1,"K&uuml;hne Eder tér 2, 9200, Mosonmagyarovár, Hungary","<Point><coordinates>17.281452,47.84972</coordinates></Point>"
10619,PZRE BESTAL,,http://www.tech2select.com/comp-10619/,"PRZEMYSŁOWA 47, 43-100, TYCHY, Poland","<Point><coordinates>19.0156991,50.1055322</coordinates></Point>"
3445,ME Metal Economic s.r.o,,http://www.tech2select.co.uk/comp-3445/,"Chromutovská 378, 43145, Brezni u. Chomutva, Czech Republic","<Point><coordinates>13.4255738,50.4033849</coordinates></Point>"
2077,Ritter Leichtmetallguss GmbH,,http://www.tech2select.com/ritter-leichtmetallguss-gmbh/,"Ritterstr. 1, 71384, Weinstadt, Germany","<Point><coordinates>9.36103,48.78916</coordinates></Point>"
10820,VKP PLUS d.o.o.,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10820,"VIRMAŠE 104, 4220, ŠKOFJA LOKA, Slovenia","<Point><coordinates>14.3261397,46.1794035</coordinates></Point>"
5654,Druzstvo Nastrojarna Tuklaty,,http://www.tech2select.com/comp-5654/,"Tuklaty 86, 25082, Uvaly, Czech Republic","<Point><coordinates>14.7695022,50.0847794</coordinates></Point>"
6488,"Proweld, s.r.o.",,http://www.tech2select.com/comp-6488/,"Prazska trida 184/65, 50004, Hradec Kralove - Kukleny, Czech Republic","<Point><coordinates>15.7856027,50.202481</coordinates></Point>"
7005,HYDROFERR PLUSSZ Kft.,,http://www.tech2select.com/comp-7005/,"Berekhát 11., 6600, Szentes, Hungary","<Point><coordinates>20.2682149,46.6325075</coordinates></Point>"
10820,VKP PLUS d.o.o.,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10820,"VIRMAŠE 104, 4220, ŠKOFJA LOKA, Slovenia","<Point><coordinates>14.3261397,46.1794035</coordinates></Point>"
1118,Asota Ges.m.b.H.,,http://www.tech2select.co.uk/asota-gesmbh/,"Schachermayer Stra&szlig;e 22, 4020, Linz, Austria","<Point><coordinates>14.3236499,48.2945034</coordinates></Point>"
6013,"Kodresta, s.r.o.",,http://www.tech2select.com/comp-6013/,"Nadrazni 287, 33805, Myto, Czech Republic","<Point><coordinates>13.7418865,49.7862917</coordinates></Point>"
6764,"Trestles, a.s.",,http://www.tech2select.co.uk/comp-6764/,"Mickiewiczova 2389/93, 73301, Karvina - Mizerov, Czech Republic","<Point><coordinates>18.5731571,49.8652969</coordinates></Point>"
3700,B&ouml;hler - Inter Stal Centrum Sp. z.o.o.,,http://www.tech2select.co.uk/comp-3700/?setWindowname=1&ShowSupplierInfo=1,"ul. Kolejowa 291, 05092, Iominanki, Poland","<Point><coordinates>20.8352746,52.3564903</coordinates></Point>"
8456,"S&R, CH KOVO s.r.o.",,http://www.tech2select.co.uk/comp-8456/?setWindowname=1&ShowSupplierInfo=1,"Dr.A.Prazáka 214, 538 63, Croustovice, Czech Republic","<Point><coordinates>15.9942632,49.9554816</coordinates></Point>"
9373,Nothacker GmbH,,http://www.tech2select.co.uk/nothacker-gmbh/,"Maybachstra&szlig;e 5, 71686, Ramseck, Germany","<Point><coordinates>9.2642,48.89032</coordinates></Point>"
6201,"Malkol CZO, s.r.o.",,http://www.tech2select.com/comp-6201/,"Busovice 4, 33824, Brasy 1, Czech Republic","<Point><coordinates>13.5334022,49.7978832</coordinates></Point>"
1104,"Anton Mach, Gummi-Kunststoff--u. Kabelfabrik Gesellschaft m.b.H.",,http://www.tech2select.com/anton-mach-gummi-kunststoff--u-kabelfabrik-gesellschaft-mbh/,"Anton Mach Stra&szlig;e 1, 2486, Pottendorf-Siegersdorf, Austria","<Point><coordinates>16.3493408,47.8975484</coordinates></Point>"
7240,STEEL-LAND`2000 Kft.,,http://www.tech2select.co.uk/comp-7240/,"Fóti út 56., 1047, Budapest, Hungary","<Point><coordinates>19.0946919,47.5769019</coordinates></Point>"
3565,mechanicko-chemicka s.r.o.,,http://www.tech2select.co.uk/comp-3565/,"U zastavky 380, 25266, Libinice n. Vllt, Czech Republic","<Point><coordinates>14.3727325,50.1888184</coordinates></Point>"
3826,BOTI Gyártsszervez&ouml; és Kereskedelmi Kft.,,http://www.tech2select.co.uk/comp-3826/,"Rákóczi tér 9-11, 7400, Koposvár, Hungary","<Point><coordinates>17.7947889,46.3536297</coordinates></Point>"
8243,"ANDUR Zaklad Produkcynjno - Uslugowy ""ANDUR""",,http://www.tech2select.co.uk/comp-8243/?setWindowname=1&ShowSupplierInfo=1,"Ul. Szkolna 8 / 10, 87 610, Dobrzyn n/Wista, Poland","<Point><coordinates>19.309572,52.6398583</coordinates></Point>"
8677,"AZ FIN servis, s.r.o.",,http://www.tech2select.co.uk/comp-8677/?setWindowname=1&ShowSupplierInfo=1,"Bezruzova 300, 735 93, Bohum n, Czech Republic","<Point><coordinates>18.357681,49.8957723</coordinates></Point>"
7778,Technical Solutions Ltd.,,http://www.tech2select.com/technical-solutions-ltd/,"Eisengrubengasse 2/3 B, 2334, V&ouml;sendorf, Austria","<Point><coordinates>16.3141104,48.1094223</coordinates></Point>"
1296,Richard Kablitz & Mitthof GmbH,,http://www.tech2select.com/richard-kablitz-und-mitthof-gmbh/,"Bahnhofsstra&szlig;e 72-78, 97922, Lauda-K&ouml;nigshofen, Germany","<Point><coordinates>9.71262,49.56142</coordinates></Point>"
5679,"Elaugen DP Praha, Elaugen DP Praha, s.r.o.",,http://www.tech2select.com/comp-5679/,"Na obratce 102/16, 19800, Praha 9 - Hloubetin, Czech Republic","<Point><coordinates>14.5290127,50.1074122</coordinates></Point>"
7629,Ing. Jan Blatný - Metallspanabhebende und Maschinenbau Fertigung,,http://www.tech2select.com/comp-7629/?setWindowname=1&ShowSupplierInfo=1,"Kounická 5, 66491, Ivanéice, Czech Republic","<Point><coordinates>16.3822684,49.1022775</coordinates></Point>"
6451,"Praga Strasnice, a.s.",,http://www.tech2select.com/comp-6451/,"Cernokostelecka 1168/90, 10000, Praha 10 - Strasnice, Czech Republic","<Point><coordinates>14.5097345,50.077071</coordinates></Point>"
2673,Ancofer Stahlhandel GmbH,,http://www.tech2select.com/ancofer-stahlhandel-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Rheinstr. 163, 45478, M&uuml;hlheim a.d. Ruhr, Germany","<Point><coordinates>6.8381374,51.4399195</coordinates></Point>"
3511,SERMO SAS,,http://www.tech2select.com/comp-3511/,"ZZ.A. de I´Espérance , 85607, Montaigu Cedex, France","<Point><coordinates>-1.329273,46.996153</coordinates></Point>"
7276,THP Beruházó és Kivitelezõ Kft.,,http://www.tech2select.com/comp-7276/,"K&ouml;ny&ouml;k u. 17., 7626, Pécs, Hungary","<Point><coordinates>18.2393184,46.0785906</coordinates></Point>"
3539,Ani Faipari Bt.,,http://www.tech2select.com/comp-3539/,"József Attila u. 35, 7200, Dumbóvár, Hungary","<Point><coordinates>18.1456244,46.3870521</coordinates></Point>"
10100,Kurt + Gerd Schmidt GmbH,,http://www.tech2select.com/kurt--gerd-schmidt-gmbh/,"Oranienstr. 34 + 47 , 35745, Herborn, Germany","<Point><coordinates>8.2875054,50.6542593</coordinates></Point>"
8495,MIV d.d.,,http://www.tech2select.co.uk/comp-8495/,"Fabijanska 33, 42000, Varazdni, Croatia","<Point><coordinates>16.3238486,46.3205457</coordinates></Point>"
9011,FADROMA Development GmbH,,http://www.tech2select.com/comp-9011/?setWindowname=1&ShowSupplierInfo=1,"ul. Grabiszynska 163, 50-110, Wrodaw, Poland","<Point><coordinates>16.9975824,51.0988928</coordinates></Point>"
3668,Nollé AG,,http://www.tech2select.com/noll%C3%A9-ag/?setWindowname=1&ShowSupplierInfo=1,"Glattalstr. 507, 8153, R&uuml;mlag, Switzerland","<Point><coordinates>8.5344732,47.4394471</coordinates></Point>"
3612,Luvata Great Britain Ltd.,,http://www.tech2select.com/luvata-great-britain-ltd/,"Middlesex TW 7, 6DA, Middlesex, United Kingdom","<Point><coordinates>-0.326169,51.474077</coordinates></Point>"
1069,afc alu & future components Entwicklungs- u. HandelsgmbH,,http://www.tech2select.com/afc-alu-und-future-components-entwicklungs--u-handelsgmbh/,"Linzer Stra&szlig;e 21/1/2, 3385, Prinzensdorf, Austria","<Point><coordinates>15.5124344,48.2010589</coordinates></Point>"
3765,Kovácsm&uuml;vek Kft.,,http://www.tech2select.com/comp-3765/,"Virág út 26, 4087, Hadjúdorog, Hungary","<Point><coordinates>21.492813,47.820455</coordinates></Point>"
9799,FORMTECH Technologies GmbH,,http://www.tech2select.com/formtech-technologies-gmbh/,"Zaunergasse 4 Wien, 1030, Wien, Austria","<Point><coordinates>16.3777311,48.1988731</coordinates></Point>"
1928,Schlieper Gesellschaft m.b.H.,,http://www.tech2select.com/schlieper-gesellschaft-mbh/,"Eisengrubengasse 2-6, 2334, V&ouml;sendorf, Austria","<Point><coordinates>16.3141104,48.1094223</coordinates></Point>"
10135,Maschinenbau Runkel GmbH,,http://www.tech2select.com/maschinenbau-runkel-gmbh/,"Ringstr. 1 , 56579, Rengsdorf, Germany","<Point><coordinates>7.48609,50.51262</coordinates></Point>"
5421,"Altech Mlada Boleslav , s.r.o.",,http://www.tech2select.co.uk/comp-5421/,"cp. 103, 29301, Plazy, Czech Republic","<Point><coordinates>14.9515021,50.4119901</coordinates></Point>"
2811,Grieshaber Ideen aus Draht und Stahl GmbH,,http://www.tech2select.com/grieshaber-ideen-aus-draht-und-stahl-gmbh/,"Renkenrunstr. 13, 79372, M&uuml;llheim, Germany","<Point><coordinates>7.5965,47.81153</coordinates></Point>"
